Gene	ENC
OZG25364.1	50.0074557223323
OZG25361.1	41.0395651081183
OZG25362.1	55.9129793331321
OZG25359.1	44.5941190245208
OZG25360.1	50.7747608764526
OZG25357.1	49.8087975903756
OZG25358.1	36.2514645948092
OZG25192.1	46.1675333273959
OZG25191.1	50.9374052694399
OZG25190.1	36.4050021051259
OZG25189.1	52.4600041394755
OZG25188.1	55.930104170135
OZG25187.1	51.5875525767886
OZG24233.1	51.5736858189469
OZG24232.1	47.6197544985865
OZG25491.1	53.6087684163412
OZG25490.1	50.6380104314994
OZG24213.1	61
OZG24214.1	55.729518556929
OZG24215.1	58.1321132431615
OZG24216.1	55.9244227076921
OZG24217.1	53.464075702472
OZG24218.1	49.7477999401957
OZG24219.1	30.1734840564914
OZG24220.1	35.6918574700276
OZG24221.1	43.6885430873426
OZG24617.1	58.7902015126745
OZG25517.1	52.0139638679577
OZG25516.1	50.0945095392433
OZG25519.1	51.7623279568177
OZG25518.1	34.3243664682703
OZG25521.1	48.74737671451
OZG25520.1	51.1542987863593
OZG25523.1	55.0160105801277
OZG25522.1	51.4271233265256
OZG25515.1	42.6882785727047
OZG25514.1	54.1127277335695
OZG24517.1	51.4108781321505
OZG24518.1	35.4660209478804
OZG24514.1	48.6345097693174
OZG24515.1	44.0477984941459
OZG24521.1	49.8852300162106
OZG24522.1	45.6890156057561
OZG24519.1	53.099767072218
OZG24520.1	52.9244022214846
OZG24511.1	42.6942441352442
OZG24513.1	49.0784718212892
OZG24469.1	44.8517101769966
OZG24470.1	56.5854294263176
OZG24466.1	52.8119147274216
OZG24467.1	49.1755164393511
OZG24464.1	49.9077095000679
OZG24465.1	56.4778679926822
OZG24462.1	53.6590327803109
OZG24463.1	56.9248020097996
OZG24460.1	41.8312316742498
OZG24461.1	51.2354512052875
OZG25452.1	58.9247604792783
OZG25451.1	52.7931512927053
OZG25454.1	54.560187292214
OZG25453.1	43.5002263034738
OZG25448.1	50.4656994813439
OZG25447.1	53.3454484916418
OZG25450.1	54.1398283955793
OZG25449.1	31.805233300206
OZG25446.1	45.3668263610941
OZG25445.1	37.1534984136745
OZG24858.1	54.5790410373015
OZG24860.1	45.7290899102897
